user_id,mood,rank,title
0,mood_bored,18,National Treasure: Book of Secrets
0,mood_bored,19,Star Wars: Episode VII - The Force Awakens
0,mood_bored,20,Motocrossed
0,mood_bored,21,The Black Cauldron
0,mood_bored,22,Finding Nemo
0,mood_bored,23,Girl Vs. Monster
0,mood_bored,24,Camp Nowhere
0,mood_bored,25,The Jungle Book 2
0,mood_bored,26,The Muppets
0,mood_bored,27,Casebusters
0,mood_bored,28,Elena of Avalor
0,mood_bored,29,Davy Crockett and the River Pirates
0,mood_bored,30,Star Wars: Episode VI - Return of the Jedi
1,mood_happy,1,Ice Age: The Great Egg-Scapade
1,mood_happy,2,Bears
1,mood_happy,3,Spider-Woman
1,mood_happy,4,Hercules
1,mood_happy,5,Toy Story
1,mood_happy,6,Stuck in the Middle
1,mood_happy,7,Coco
1,mood_happy,8,Big City Greens
1,mood_happy,9,The Emperor's New Groove
1,mood_happy,10,Big Business
1,mood_happy,11,Dinosaur
1,mood_happy,12,Lizzie McGuire
1,mood_happy,13,Beezy Bear
1,mood_happy,14,Hulk and the Agents of S.M.A.S.H.
1,mood_happy,15,The Shaggy Dog
1,mood_happy,16,Cars 2
1,mood_happy,17,Toby Tortoise Returns
1,mood_happy,18,Mater and the Ghostlight
1,mood_happy,19,The Adventures of Spin and Marty
1,mood_happy,20,Spinning
1,mood_happy,21,Cinderella 3: A Twist in Time
1,mood_happy,22,The Christmas Star
1,mood_happy,23,Lab Rats: Elite Force
1,mood_happy,24,Frozen
1,mood_happy,25,Winnie the Pooh
1,mood_happy,26,The Boy Who Talked to Badgers
1,mood_happy,27,Camp Nowhere
1,mood_happy,28,Penguins: Life on the Edge
1,mood_happy,29,That Darn Cat
1,mood_happy,30,Red's Dream
1,mood_sad,1,Ruby Bridges
1,mood_sad,2,Miracle Landing on the Hudson
1,mood_sad,3,Miracle at Midnight
1,mood_sad,4,Casebusters
1,mood_sad,5,Lizzie McGuire
1,mood_sad,6,Cinderella 3: A Twist in Time
1,mood_sad,7,The Christmas Star
1,mood_sad,8,Once Upon a Mattress
1,mood_sad,9,Kim Possible
1,mood_sad,10,Mr. Boogedy
1,mood_sad,11,Heavyweights
1,mood_sad,12,Quints
1,mood_sad,13,Willow
1,mood_sad,14,Read It and Weep
1,mood_sad,15,Princess Protection Program
1,mood_sad,16,Runaways
1,mood_sad,17,College Road Trip
1,mood_sad,18,Turner & Hooch
1,mood_sad,19,Pocahontas II: Journey to a New World
1,mood_sad,20,Lemonade Mouth
1,mood_sad,21,Star vs. the Forces of Evil
1,mood_sad,22,Splash
1,mood_sad,23,X-Men: Evolution
1,mood_sad,24,"Good Luck Charlie, It's Christmas!"
1,mood_sad,25,High School Musical 3
1,mood_sad,26,Winnie the Pooh: A Very Merry Pooh Year
1,mood_sad,27,Miracle on 34th Street
1,mood_sad,28,Glory Road
1,mood_sad,29,The Color of Friendship
1,mood_sad,30,Remember the Titans
1,mood_bored,1,Ice Age: The Great Egg-Scapade
1,mood_bored,2,Hercules
1,mood_bored,3,Toy Story
1,mood_bored,4,Coco
1,mood_bored,5,Big City Greens
1,mood_bored,6,The Emperor's New Groove
1,mood_bored,7,Star Wars: Episode VII - The Force Awakens
1,mood_bored,8,Dinosaur
1,mood_bored,9,Casebusters
1,mood_bored,10,Hulk and the Agents of S.M.A.S.H.
1,mood_bored,11,Cars 2
1,mood_bored,12,Captain America: Civil War
1,mood_bored,13,The Adventures of Spin and Marty
1,mood_bored,14,Atlantis Rising
1,mood_bored,15,Lab Rats: Elite Force
1,mood_bored,16,Frozen
1,mood_bored,17,Winnie the Pooh
1,mood_bored,18,The Boy Who Talked to Badgers
1,mood_bored,19,Camp Nowhere
1,mood_bored,20,Avengers: Age of Ultron
1,mood_bored,21,That Darn Cat
1,mood_bored,22,Star Wars: Episode III - Revenge of the Sith
1,mood_bored,23,Rescue Squad Mater
1,mood_bored,24,Peter Pan 2: Return to Never Land
1,mood_bored,25,Swiss Family Robinson
1,mood_bored,26,DuckTales
1,mood_bored,27,Inspector Gadget
1,mood_bored,28,Toy Story 3
1,mood_bored,29,National Treasure: Book of Secrets
1,mood_bored,30,Kim Possible
2,mood_happy,1,Three Little Pigs
2,mood_happy,2,Babes in Toyland
2,mood_happy,3,Dog Whisperer with Cesar Millan
2,mood_happy,4,The Jungle Book 2
2,mood_happy,5,Pinocchio
2,mood_happy,6,The Parent Trap
2,mood_happy,7,Emil and the Detectives
2,mood_happy,8,"Monsters, Inc."
2,mood_happy,9,Pocahontas II: Journey to a New World
2,mood_happy,10,Winter Storage
2,mood_happy,11,The Lion King 3: Hakuna Matata
2,mood_happy,12,Auntie Edna
2,mood_happy,13,Super Rhino
2,mood_happy,14,Marvel Rising: Chasing Ghosts
2,mood_happy,15,Girl Meets World
2,mood_happy,16,Snowball Express
2,mood_happy,17,Jack
2,mood_happy,18,The Thirteenth Year
2,mood_happy,19,The Avengers: Earth's Mightiest Heroes
2,mood_happy,20,Heavyweights
2,mood_happy,21,Hulk and the Agents of S.M.A.S.H.
2,mood_happy,22,Candleshoe
2,mood_happy,23,The Lion King
2,mood_happy,24,The Old Mill
2,mood_happy,25,The Golden Touch
2,mood_happy,26,Ready to Run
2,mood_happy,27,Presto
2,mood_happy,28,Avalon High
2,mood_happy,29,The Rescuers Down Under
2,mood_happy,30,Girl Vs. Monster
2,mood_sad,1,Babes in Toyland
2,mood_sad,2,The Parent Trap
2,mood_sad,3,Emil and the Detectives
2,mood_sad,4,Pocahontas II: Journey to a New World
2,mood_sad,5,Girl Meets World
2,mood_sad,6,Jack
2,mood_sad,7,Heavyweights
2,mood_sad,8,Candleshoe
2,mood_sad,9,The Lion King
2,mood_sad,10,Avalon High
2,mood_sad,11,The Rescuers Down Under
2,mood_sad,12,Three Days
2,mood_sad,13,Journey to the Center of the Earth
2,mood_sad,14,The Princess Bride
2,mood_sad,15,"Honey, I Blew Up the Kid"
2,mood_sad,16,Amy
2,mood_sad,17,The Greatest Game Ever Played
2,mood_sad,18,Star Wars: The Clone Wars
2,mood_sad,19,Once Upon a Mattress
2,mood_sad,20,High School Musical 2
2,mood_sad,21,Casebusters
2,mood_sad,22,Ratatouille
2,mood_sad,23,Operation Dumbo Drop
2,mood_sad,24,The Hunchback of Notre Dame
2,mood_sad,25,Perri
2,mood_sad,26,Lizzie McGuire
2,mood_sad,27,Kronk's New Groove
2,mood_sad,28,The Tigger Movie
2,mood_sad,29,Cinderella
2,mood_sad,30,Turner & Hooch
2,mood_bored,1,The Avengers
2,mood_bored,2,The Jungle Book 2
2,mood_bored,3,The Mandalorian
2,mood_bored,4,The Parent Trap
2,mood_bored,5,Captain Marvel
2,mood_bored,6,"Monsters, Inc."
2,mood_bored,7,Pocahontas II: Journey to a New World
2,mood_bored,8,The Lion King 3: Hakuna Matata
2,mood_bored,9,Auntie Edna
2,mood_bored,10,Super Rhino
2,mood_bored,11,Marvel Rising: Chasing Ghosts
2,mood_bored,12,Star Wars: Episode VI - Return of the Jedi
2,mood_bored,13,The Avengers: Earth's Mightiest Heroes
2,mood_bored,14,Iron Man 3
2,mood_bored,15,Hulk and the Agents of S.M.A.S.H.
2,mood_bored,16,Candleshoe
2,mood_bored,17,Pirates of the Caribbean: On Stranger Tides
2,mood_bored,18,Avengers: Age of Ultron
2,mood_bored,19,The Lion King
2,mood_bored,20,The Rescuers Down Under
2,mood_bored,21,Girl Vs. Monster
2,mood_bored,22,Journey to the Center of the Earth
2,mood_bored,23,Zenon: The Zequel
2,mood_bored,24,The Princess Bride
2,mood_bored,25,The Suite Life on Deck
2,mood_bored,26,"Honey, I Blew Up the Kid"
2,mood_bored,27,Swiss Family Robinson
2,mood_bored,28,Teacher's Pet
2,mood_bored,29,The BFG
2,mood_bored,30,Wendy Wu: Homecoming Warrior
3,mood_happy,1,Guardians of the Galaxy
3,mood_happy,2,Thor: Ragnarok
3,mood_happy,3,The Avengers: Earth's Mightiest Heroes
3,mood_happy,4,Big Business
3,mood_happy,5,Guardians of the Galaxy Vol. 2
3,mood_happy,6,Toy Story
3,mood_happy,7,WALL·E
3,mood_happy,8,Ant-Man
3,mood_happy,9,Big Hero 6
3,mood_happy,10,Mars Needs Moms
3,mood_happy,11,Inspector Gadget
3,mood_happy,12,DuckTales
3,mood_happy,13,Flubber
3,mood_happy,14,Girl Vs. Monster
3,mood_happy,15,Stepsister from Planet Weird
3,mood_happy,16,Zenon: The Zequel
3,mood_happy,17,Ultimate Spider-Man
3,mood_happy,18,Up
3,mood_happy,19,Spider-Man: The Animated Series
3,mood_happy,20,"Honey, I Shrunk the Kids"
3,mood_happy,21,The Absent Minded Professor
3,mood_happy,22,"Monsters, Inc."
3,mood_happy,23,Darkwing Duck
3,mood_happy,24,Lilo & Stitch 2: Stitch Has a Glitch
3,mood_happy,25,Can of Worms
3,mood_happy,26,Journey to the Center of the Earth
3,mood_happy,27,The Computer Wore Tennis Shoes
3,mood_happy,28,Flight of the Navigator
3,mood_happy,29,Star Wars Rebels
3,mood_happy,30,The Replacements
3,mood_sad,1,Avengers: Endgame
3,mood_sad,2,Runaways
3,mood_sad,3,Lilo & Stitch 2: Stitch Has a Glitch
3,mood_sad,4,Journey to the Center of the Earth
3,mood_sad,5,Candleshoe
3,mood_sad,6,Leroy & Stitch
3,mood_sad,7,Guardians of the Galaxy
3,mood_sad,8,"Honey, I Blew Up the Kid"
3,mood_sad,9,Ratatouille
3,mood_sad,10,Genius
3,mood_sad,11,Doug's 1st Movie
3,mood_sad,12,Inside Out
3,mood_sad,13,Smart House
3,mood_sad,14,The Lion King
3,mood_sad,15,Lilo & Stitch
3,mood_sad,16,The Three Musketeers
3,mood_sad,17,Once Upon a Mattress
3,mood_sad,18,Atlantis: Milo's Return
3,mood_sad,19,10 Things I Hate About You
3,mood_sad,20,Pete's Dragon
3,mood_sad,21,Star Wars: The Clone Wars
3,mood_sad,22,"20,000 Leagues Under the Sea"
3,mood_sad,23,Kim Possible
3,mood_sad,24,Year Million
3,mood_sad,25,Splash
3,mood_sad,26,George of the Jungle
3,mood_sad,27,Operation Dumbo Drop
3,mood_sad,28,Wolverine and the X-Men
3,mood_sad,29,The Christmas Star
3,mood_sad,30,Star vs. the Forces of Evil
3,mood_bored,1,The Avengers
3,mood_bored,2,Guardians of the Galaxy
3,mood_bored,3,Star Wars: Episode V - The Empire Strikes Back
3,mood_bored,4,Star Wars: Episode VII - The Force Awakens
3,mood_bored,5,Iron Man 3
3,mood_bored,6,Avengers: Age of Ultron
3,mood_bored,7,Star Wars: Episode III - Revenge of the Sith
3,mood_bored,8,Star Wars: Episode IV - A New Hope
3,mood_bored,9,Star Wars: Episode VI - Return of the Jedi
3,mood_bored,10,Thor: Ragnarok
3,mood_bored,11,The Avengers: Earth's Mightiest Heroes
3,mood_bored,12,Iron Man 2
3,mood_bored,13,TRON: Legacy
3,mood_bored,14,Guardians of the Galaxy Vol. 2
3,mood_bored,15,Toy Story
3,mood_bored,16,Captain America: The Winter Soldier
3,mood_bored,17,Captain Marvel
3,mood_bored,18,Black Panther
3,mood_bored,19,Star Wars: Episode II - Attack of the Clones
3,mood_bored,20,WALL·E
3,mood_bored,21,Iron Man
3,mood_bored,22,Captain America: Civil War
3,mood_bored,23,Captain America: The First Avenger
3,mood_bored,24,Pirates of the Caribbean: The Curse of the Black Pearl
3,mood_bored,25,Ant-Man
3,mood_bored,26,The Mandalorian
3,mood_bored,27,Rogue One: A Star Wars Story
3,mood_bored,28,Big Hero 6
3,mood_bored,29,Avengers: Endgame
3,mood_bored,30,Avatar
4,mood_happy,1,Big Business
4,mood_happy,2,Fast Layne
4,mood_happy,3,Let's Stick Together
4,mood_happy,4,The Suite Life of Zack & Cody
4,mood_happy,5,The Lion King
4,mood_happy,6,Cars 2
4,mood_happy,7,Toy Story
4,mood_happy,8,The Christmas Star
4,mood_happy,9,The Emperor's New Groove
4,mood_happy,10,Billy Dilley's Super-Duper Subterranean Summer
4,mood_happy,11,Star Wars Rebels
4,mood_happy,12,The Rookie
4,mood_happy,13,Handy Manny
4,mood_happy,14,Thor: Ragnarok
4,mood_happy,15,The Hunchback of Notre Dame
4,mood_happy,16,The Great Mouse Detective
4,mood_happy,17,Crash & Bernstein
4,mood_happy,18,Amphibia
4,mood_happy,19,Meet the Deedles
4,mood_happy,20,Unidentified Flying Oddball
4,mood_happy,21,Hawaiian Holiday
4,mood_happy,22,The Shaggy Dog
4,mood_happy,23,Ratatouille
4,mood_happy,24,Recess: Taking the Fifth Grade
4,mood_happy,25,Winter Storage
4,mood_happy,26,Winnie the Pooh: A Very Merry Pooh Year
4,mood_happy,27,Camp Nowhere
4,mood_happy,28,Spinning
4,mood_happy,29,Mr. Boogedy
4,mood_happy,30,The Young Black Stallion
4,mood_sad,1,Avengers: Endgame
4,mood_sad,2,The Lion King
4,mood_sad,3,The Christmas Star
4,mood_sad,4,The Rookie
4,mood_sad,5,Runaways
4,mood_sad,6,The Hunchback of Notre Dame
4,mood_sad,7,"Sammy, the Way-Out Seal: Part 1"
4,mood_sad,8,Ratatouille
4,mood_sad,9,Winnie the Pooh: A Very Merry Pooh Year
4,mood_sad,10,Mr. Boogedy
4,mood_sad,11,The Young Black Stallion
4,mood_sad,12,Once Upon a Mattress
4,mood_sad,13,Glory Road
4,mood_sad,14,10 Things I Hate About You
4,mood_sad,15,Homeward Bound: The Incredible Journey
4,mood_sad,16,Twitches Too
4,mood_sad,17,Avalon High
4,mood_sad,18,Bolt
4,mood_sad,19,Go Figure
4,mood_sad,20,Read It and Weep
4,mood_sad,21,Snow White and the Seven Dwarfs
4,mood_sad,22,The Rescuers Down Under
4,mood_sad,23,Cadet Kelly
4,mood_sad,24,"Good Luck Charlie, It's Christmas!"
4,mood_sad,25,Doug's 1st Movie
4,mood_sad,26,Herbie Rides Again
4,mood_sad,27,Three Men and a Little Lady
4,mood_sad,28,Aladdin
4,mood_sad,29,Inside Out
4,mood_sad,30,Heavyweights
4,mood_bored,1,Pirates of the Caribbean: Dead Man's Chest
4,mood_bored,2,Avengers: Endgame
4,mood_bored,3,The Lion King
4,mood_bored,4,Cars 2
4,mood_bored,5,Toy Story
4,mood_bored,6,The Emperor's New Groove
4,mood_bored,7,Star Wars Rebels
4,mood_bored,8,Thor: Ragnarok
4,mood_bored,9,Runaways
4,mood_bored,10,The Great Mouse Detective
4,mood_bored,11,"Sammy, the Way-Out Seal: Part 1"
4,mood_bored,12,Amphibia
4,mood_bored,13,Unidentified Flying Oddball
4,mood_bored,14,Ratatouille
4,mood_bored,15,Camp Nowhere
4,mood_bored,16,Mr. Boogedy
4,mood_bored,17,The Young Black Stallion
4,mood_bored,18,Return to Oz
4,mood_bored,19,Frozen
4,mood_bored,20,The Fox and the Hound 2
4,mood_bored,21,Homeward Bound: The Incredible Journey
4,mood_bored,22,Bolt
4,mood_bored,23,Descendants 3
4,mood_bored,24,The Rescuers Down Under
4,mood_bored,25,Timon & Pumbaa
4,mood_bored,26,Star Wars: Episode III - Revenge of the Sith
4,mood_bored,27,Treasure Planet
4,mood_bored,28,Doug's 1st Movie
4,mood_bored,29,Aladdin
4,mood_bored,30,Inside Out
5,mood_happy,1,Toy Story
5,mood_happy,2,Let's Stick Together
5,mood_happy,3,WALL·E
5,mood_happy,4,The Lodge
5,mood_happy,5,The Muppets
5,mood_happy,6,Tinker Bell and the Great Fairy Rescue
5,mood_happy,7,The Scream Team
5,mood_happy,8,Thor: Ragnarok
5,mood_happy,9,The Absent Minded Professor
5,mood_happy,10,Three Little Pigs
5,mood_happy,11,The Shaggy Dog
5,mood_happy,12,Corn Chips
5,mood_happy,13,Frozen
5,mood_happy,14,Shake It Up
5,mood_happy,15,Sydney to the Max
5,mood_happy,16,Pete's Dragon
5,mood_happy,17,The Emperor's New Groove
5,mood_happy,18,You Wish!
5,mood_happy,19,The Princess and the Frog
5,mood_happy,20,Winter Storage
5,mood_happy,21,Marvel Future Avengers
5,mood_happy,22,Stepsister from Planet Weird
5,mood_happy,23,Doctor Dolittle
5,mood_happy,24,Flubber
5,mood_happy,25,Jake and the Never Land Pirates
5,mood_happy,26,The Lion King
5,mood_happy,27,Girl Vs. Monster
5,mood_happy,28,El Materdor
5,mood_happy,29,Kim Possible
5,mood_happy,30,The Great Mouse Detective
5,mood_sad,1,The Finest Hours
5,mood_sad,2,Pete's Dragon
5,mood_sad,3,You Wish!
5,mood_sad,4,The Princess and the Frog
5,mood_sad,5,The Lion King
5,mood_sad,6,The Christmas Star
5,mood_sad,7,Alley Cats Strike
5,mood_sad,8,Snow White and the Seven Dwarfs
5,mood_sad,9,White Fang
5,mood_sad,10,Mr. Boogedy
5,mood_sad,11,The Cheetah Girls: One World
5,mood_sad,12,Once Upon a Mattress
5,mood_sad,13,The Adventures of Bullwhip Griffin
5,mood_sad,14,Guardians of the Galaxy
5,mood_sad,15,The Secret of the Magic Gourd
5,mood_sad,16,The Luck of the Irish
5,mood_sad,17,Rip Girls
5,mood_sad,18,Davy Crockett and the River Pirates
5,mood_sad,19,Brain Games
5,mood_sad,20,Bolt
5,mood_sad,21,Playdate with Destiny
5,mood_sad,22,Journey to the Center of the Earth
5,mood_sad,23,Wolverine and the X-Men
5,mood_sad,24,Good Luck Charlie
5,mood_sad,25,Candleshoe
5,mood_sad,26,Ruby Bridges
5,mood_sad,27,Lemonade Mouth
5,mood_sad,28,The Tigger Movie
5,mood_sad,29,Johnny Kapahala: Back on Board
5,mood_sad,30,Amy
5,mood_bored,1,The Avengers
5,mood_bored,2,Toy Story
5,mood_bored,3,WALL·E
5,mood_bored,4,The Muppets
5,mood_bored,5,The Finest Hours
5,mood_bored,6,Pirates of the Caribbean: Dead Man's Chest
5,mood_bored,7,Tinker Bell and the Great Fairy Rescue
5,mood_bored,8,Thor: Ragnarok
5,mood_bored,9,The Absent Minded Professor
5,mood_bored,10,Frozen
5,mood_bored,11,Pirates of the Caribbean: At World's End
5,mood_bored,12,Pete's Dragon
5,mood_bored,13,The Emperor's New Groove
5,mood_bored,14,The Princess and the Frog
5,mood_bored,15,Stepsister from Planet Weird
5,mood_bored,16,Flubber
5,mood_bored,17,Jake and the Never Land Pirates
5,mood_bored,18,The Lion King
5,mood_bored,19,Girl Vs. Monster
5,mood_bored,20,El Materdor
5,mood_bored,21,Kim Possible
5,mood_bored,22,The Great Mouse Detective
5,mood_bored,23,Pirates of the Caribbean: The Curse of the Black Pearl
5,mood_bored,24,Ice Age: The Great Egg-Scapade
5,mood_bored,25,The Replacements
5,mood_bored,26,Motocrossed
5,mood_bored,27,Auntie Edna
5,mood_bored,28,DuckTales
5,mood_bored,29,National Treasure: Book of Secrets
5,mood_bored,30,Thor
6,mood_happy,1,Toy Story
6,mood_happy,2,"Monsters, Inc."
6,mood_happy,3,Toy Story 3
6,mood_happy,4,Finding Nemo
6,mood_happy,5,Up
6,mood_happy,6,WALL·E
6,mood_happy,7,Ratatouille
6,mood_happy,8,Toy Story 2
6,mood_happy,9,The Lion King
6,mood_happy,10,Inside Out
6,mood_happy,11,Frozen
6,mood_happy,12,Ice Age
6,mood_happy,13,Guardians of the Galaxy
6,mood_happy,14,Brave
6,mood_happy,15,Wreck-It Ralph
6,mood_happy,16,Monsters University
6,mood_happy,17,The Incredibles
6,mood_happy,18,Beauty and the Beast
6,mood_happy,19,Bears
6,mood_happy,20,Alice in Wonderland
6,mood_happy,21,Henry Hugglemonster
6,mood_happy,22,The Nightmare Before Christmas
6,mood_happy,23,The Vanishing Prairie
6,mood_happy,24,Chimpanzee
6,mood_happy,25,The African Lion
6,mood_happy,26,Penguins: Life on the Edge
6,mood_happy,27,Aliens of the Deep
6,mood_happy,28,Dolphin Reef
6,mood_happy,29,The Living Desert
6,mood_happy,30,Tangled
6,mood_sad,1,Ratatouille
6,mood_sad,2,The Lion King
6,mood_sad,3,Inside Out
6,mood_sad,4,Beauty and the Beast
6,mood_sad,5,Tangled
6,mood_sad,6,Aladdin
6,mood_sad,7,The Princess Bride
6,mood_sad,8,Avengers: Endgame
6,mood_sad,9,The Little Mermaid
6,mood_sad,10,Snow White and the Seven Dwarfs
6,mood_sad,11,The Good Dinosaur
6,mood_sad,12,Hercules
6,mood_sad,13,Cinderella
6,mood_sad,14,Sleeping Beauty
6,mood_sad,15,Lilo & Stitch
6,mood_sad,16,Cinderella 2: Dreams Come True
6,mood_sad,17,The Princess and the Frog
6,mood_sad,18,The Little Mermaid
6,mood_sad,19,Year Million
6,mood_sad,20,The Little Mermaid: Ariel's Beginning
6,mood_sad,21,Winnie the Pooh: A Very Merry Pooh Year
6,mood_sad,22,The Little Mermaid 2: Return to the Sea
6,mood_sad,23,Cinderella 3: A Twist in Time
6,mood_sad,24,Aladdin
6,mood_sad,25,The Blue Umbrella
6,mood_sad,26,Thumbelina
6,mood_sad,27,Aladdin and the King of Thieves
6,mood_sad,28,The Santa Clause
6,mood_sad,29,Belle's Magical World
6,mood_sad,30,Jack
6,mood_bored,1,Toy Story
6,mood_bored,2,Star Wars: Episode IV - A New Hope
6,mood_bored,3,"Monsters, Inc."
6,mood_bored,4,Star Wars: Episode V - The Empire Strikes Back
6,mood_bored,5,Pirates of the Caribbean: The Curse of the Black Pearl
6,mood_bored,6,Avatar
6,mood_bored,7,Toy Story 3
6,mood_bored,8,Finding Nemo
6,mood_bored,9,The Avengers
6,mood_bored,10,Star Wars: Episode VI - Return of the Jedi
6,mood_bored,11,Up
6,mood_bored,12,WALL·E
6,mood_bored,13,Ratatouille
6,mood_bored,14,Toy Story 2
6,mood_bored,15,The Lion King
6,mood_bored,16,Inside Out
6,mood_bored,17,Thor
6,mood_bored,18,Frozen
6,mood_bored,19,Ice Age
6,mood_bored,20,Guardians of the Galaxy
6,mood_bored,21,Pirates of the Caribbean: Dead Man's Chest
6,mood_bored,22,Brave
6,mood_bored,23,Star Wars: Episode I - The Phantom Menace
6,mood_bored,24,Wreck-It Ralph
6,mood_bored,25,Star Wars: Episode III - Revenge of the Sith
6,mood_bored,26,Pirates of the Caribbean: At World's End
6,mood_bored,27,Thor: The Dark World
6,mood_bored,28,Monsters University
6,mood_bored,29,Iron Man
6,mood_bored,30,Star Wars: Episode II - Attack of the Clones
7,mood_happy,1,Guardians of the Galaxy
7,mood_happy,2,The Incredibles
7,mood_happy,3,Finding Nemo
7,mood_happy,4,WALL·E
7,mood_happy,5,Up
7,mood_happy,6,National Treasure: Book of Secrets
7,mood_happy,7,X-Men: The Animated Series
7,mood_happy,8,Toy Story
7,mood_happy,9,Mighty Joe Young
7,mood_happy,10,The Lion King
7,mood_happy,11,Dinosaur
7,mood_happy,12,Silver Surfer
7,mood_happy,13,Sanjay's Super Team
7,mood_happy,14,"Monsters, Inc."
7,mood_happy,15,Toy Story 3
7,mood_happy,16,Star vs. the Forces of Evil
7,mood_happy,17,X-Men: Evolution
7,mood_happy,18,Guardians of the Galaxy Vol. 2
7,mood_happy,19,Spider-Man Unlimited
7,mood_happy,20,Big Hero 6
7,mood_happy,21,Ant-Man
7,mood_happy,22,Thor: Ragnarok
7,mood_happy,23,Ratatouille
7,mood_happy,24,So Weird
7,mood_happy,25,Inside Out
7,mood_happy,26,Frozen
7,mood_happy,27,Turner & Hooch
7,mood_happy,28,That Darn Cat!
7,mood_happy,29,Gargoyles
7,mood_happy,30,Toy Story 2
7,mood_sad,1,The Lion King
7,mood_sad,2,Avengers: Endgame
7,mood_sad,3,The Finest Hours
7,mood_sad,4,Star vs. the Forces of Evil
7,mood_sad,5,X-Men: Evolution
7,mood_sad,6,Ratatouille
7,mood_sad,7,Inside Out
7,mood_sad,8,Turner & Hooch
7,mood_sad,9,Gargoyles
7,mood_sad,10,Beauty and the Beast
7,mood_sad,11,Tangled
7,mood_sad,12,Aladdin
7,mood_sad,13,Star Wars: The Clone Wars
7,mood_sad,14,Marvel Rising: Initiation
7,mood_sad,15,The Princess Bride
7,mood_sad,16,George of the Jungle
7,mood_sad,17,Wolverine and the X-Men
7,mood_sad,18,Leroy & Stitch
7,mood_sad,19,The Lion King
7,mood_sad,20,The Three Musketeers
7,mood_sad,21,Willow
7,mood_sad,22,Bolt
7,mood_sad,23,Pete's Dragon
7,mood_sad,24,The Little Mermaid
7,mood_sad,25,Guardians of the Galaxy
7,mood_sad,26,TaleSpin
7,mood_sad,27,Atlantis: Milo's Return
7,mood_sad,28,Runaways
7,mood_sad,29,Bambi
7,mood_sad,30,Snow White and the Seven Dwarfs
7,mood_bored,1,Captain America: The Winter Soldier
7,mood_bored,2,The Avengers
7,mood_bored,3,Star Wars: Episode IV - A New Hope
7,mood_bored,4,Star Wars: Episode V - The Empire Strikes Back
7,mood_bored,5,Pirates of the Caribbean: The Curse of the Black Pearl
7,mood_bored,6,Avatar
7,mood_bored,7,Guardians of the Galaxy
